5-Mar	276	64.61	-34.43	18.1	17.86	5	2.92	2.81	277.01	272.25	272.39	252.74	166.87	218.82	166.37	216.99	138.76	199.74	147.93
5-Mar	276	64.67	-34.25	17.75	17.78	5.08	2.89	2.78	277.22	272	272.24	260.06	174.02	228.61	173.76	212.92	148.76	214.61	158.88
5-Mar	276	64.73	-34.07	18.02	17.98	5.07	2.76	2.74	277.19	271.82	272.08	223.32	179.03	235.17	178.71	211.33	154.16	222.38	165.07
5-Mar	276	64.78	-33.89	17.82	17.83	5.07	2.88	2.76	277.18	271.91	272.06	275.44	174.62	229.46	174.76	244.71	153.42	221.39	164.04
5-Mar	276	64.84	-33.71	17.69	17.56	5.2	2.83	2.79	277.54	271.75	272.06	230.83	180.48	237.61	179.61	215.86	161.91	234.11	173.17
5-Mar	276	64.9	-33.53	18.37	18.03	5.22	2.79	2.74	277.58	271.64	272.01	231.64	189.91	249.76	189.93	203.71	168.82	243.83	181.04
5-Mar	276	64.95	-33.35	18.36	18.21	5.23	2.63	2.64	277.63	271.48	271.94	224.6	202.7	266.57	202.24	193.86	174.05	251.36	186.93
5-Mar	276	65	-33.16	17.58	17.58	5.16	2.83	2.76	277.44	271.15	271.46	249.44	180.47	238.07	180.22	234.84	176.86	256.37	189.78
5-Mar	276	65.07	-32.92	17.33	17.08	5.22	2.83	2.81	277.58	270.17	270.69	207.11	176.59	234.28	176.32	203.23	198.72	289.94	213.26
5-Mar	276	65.02	-32.56	17.21	17.35	5.25	2.96	2.97	277.67	270.73	271.07	205.55	167.3	221.47	168.35	262.87	192.53	280.11	207.3
5-Mar	276	64.91	-32.4	17.07	17.42	5.24	3.13	3.08	277.64	270.89	271.15	235.15	157.1	207.81	159.55	289.42	189.92	276.06	204.57
5-Mar	276	64.82	-32.2	17.2	17.28	5.28	3.26	3.23	277.73	271.36	271.62	201.29	145.47	192.08	148.74	261.64	177.15	257.02	190.42
5-Mar	276	64.73	-32.01	17.59	17.73	5.27	3.5	3.45	277.69	272.16	272.4	191.97	127.31	167.34	133.23	236.94	156.71	226.16	168.44
5-Mar	276	64.63	-31.84	17.66	17.81	5.2	3.71	3.61	277.48	273.02	273.08	203.57	107.5	140.75	114.65	247.01	130.62	187.63	140.01
5-Mar	276	64.49	-31.64	16.92	17.28	5.22	3.86	3.77	277.53	273.23	273.45	172.69	91.27	119.51	100.33	197.64	117.68	169.03	125.47
6-Mar	277	65.12	-25.84	17.39	17.38	5.4	4.22	4.14	277.85	275	275.32	124.84	53.43	69.36	80.26	93.5	71.96	102.39	77.21
6-Mar	277	65.2	-26.05	18.46	18.66	5.33	4.19	4.08	277.66	274.8	275.06	159.01	58.13	75.29	86.14	123.2	79.34	112.57	85.9
6-Mar	277	65.27	-26.25	19.95	19.76	5.32	4.18	4.07	277.65	274.63	274.88	150.56	61.89	80.04	92.15	129.16	89.17	126.29	97.24
6-Mar	277	65.36	-26.43	20.41	20.56	5.42	4.17	4.08	277.93	274.44	274.68	166.28	74.1	95.88	104.66	167.87	108.8	154.17	119.73
6-Mar	277	65.45	-26.55	21.22	21.4	5.44	4.13	3.96	277.98	274.14	274.47	226.65	92.51	119.64	122.73	168.85	122.23	173.08	135.33
6-Mar	277	65.52	-26.77	21.54	NaN	5.35	NaN	NaN	277.77	273.98	NaN	NaN	NaN	NaN	NaN	185.32	119.31	164.98	NaN
6-Mar	277	65.57	-27.03	21.63	NaN	5.6	NaN	NaN	278.4	273.89	NaN	NaN	NaN	NaN	NaN	209.21	140.6	193.86	NaN
6-Mar	277	65.67	-27.36	21.63	NaN	5.53	NaN	NaN	278.25	273.71	NaN	NaN	NaN	NaN	NaN	223.13	142.48	196.34	NaN
