lats     lons    elev(m)   SeaIce(1=ice)    T2m(K)    Q2m(g/kg)   Tsurf(K)   LHFlx(W/m2)   SHFlx(W/m2)  ustar(m/s)   10mwind(m/s)    slp(hPa) 
   65.7000  -34.9300   17.7430    0.6612  265.7755    1.3003  265.9228   53.6743    4.9872    0.4154   10.5107  994.6759
   65.6100  -35.1300    6.3877    0.6209  265.6364    1.3261  266.0595   54.2867   14.8360    0.3892    9.8691  994.8131
   65.5200  -35.3400    0.0000    0.6681  264.9311    1.2923  265.1803   46.1075   13.8854    0.3429    8.7912  995.0439
   65.4200  -35.5400    0.0000    0.6850  264.5806    1.3160  264.8597   42.0565   16.7881    0.3206    8.2373  995.1265
   65.3300  -35.7400    0.0000    0.6702  264.5242    1.3502  265.0068   38.8772   19.8338    0.3042    7.8473  995.2053
   65.2500  -35.9400    0.0000    0.6455  264.6804    1.3631  265.3642   36.1380   19.3467    0.2956    7.6789  995.2780
   65.1600  -36.1300    0.0000    0.5854  264.8518    1.3945  265.9523   41.2635   26.3123    0.3147    8.0763  995.2458
   65.0700  -36.3400    0.0000    0.6252  263.9415    1.3237  264.9766   38.0398   24.3234    0.3074    7.8482  995.4007
   64.9500  -36.6400    0.0000    0.6384  263.3074    1.3139  264.4238   39.8992   29.8045    0.3055    7.7244  995.5527
   64.7200  -36.6800    0.0000    0.2579  266.9575    1.7928  270.0317   81.0379   81.0513    0.4108   10.0768  994.9377
   64.6200  -36.5100    0.0000    0.1362  268.1153    1.9812  271.7287   95.8065   99.1396    0.4569   11.0712  994.5342
   64.5300  -36.3300    0.0000    0.0691  269.0710    2.2367  273.1073  116.3431  122.7024    0.5145   12.2193  993.8958
   64.4400  -36.1500    0.0000    0.0091  270.1712    2.5329  274.6793  140.4211  149.6259    0.5777   13.4689  993.1700
   64.3400  -35.9800    0.0000    0.0000  270.8240    2.7111  275.5959  155.5161  165.4583    0.6104   14.0949  992.7661
   64.2500  -35.7900    0.0000    0.0000  271.4665    2.8682  276.6286  192.3012  200.4295    0.6549   14.9021  992.0778
   64.2500  -35.6200    0.0000    0.0000  271.6686    2.9068  277.0296  216.2570  222.5338    0.6769   15.2887  991.6867
   64.0500  -35.4500    0.0000    0.0000  272.2174    3.0449  277.6595  246.6713  247.4857    0.7097   15.8762  990.7960
   63.9200  -35.2000    0.0000    0.0000  272.9869    3.2724  278.2860  267.9451  261.9234    0.7422   16.4724  989.5919
   63.8900  -35.0300    0.0000    0.0000  273.1788    3.3419  278.3862  265.9427  259.0927    0.7466   16.5607  989.3366
   63.9700  -35.1500    0.0000    0.0000  272.8619    3.2313  278.2697  272.5253  267.5344    0.7435   16.4870  989.6968
   64.0600  -35.3100    0.0000    0.0000  272.3443    3.0768  277.8646  259.8884  259.4220    0.7228   16.1063  990.4905
   64.1400  -35.5000    0.0000    0.0000  271.8708    2.9482  277.3870  236.7395  241.1356    0.6962   15.6282  991.3188
   64.2700  -35.5000    0.0026    0.0000  271.7466    2.9159  277.2108  231.0101  235.9137    0.6900   15.5179  991.4460
   64.3300  -35.3200    0.0260    0.0000  271.6838    2.8835  277.1040  237.4356  240.6804    0.7016   15.7341  991.2630
   64.3900  -35.1500    0.0531    0.0000  271.6472    2.8619  276.9889  238.8490  240.9105    0.7123   15.9425  991.1268
   64.4400  -34.9700    0.0736    0.0000  271.5309    2.8298  276.7167  227.9799  230.1040    0.7097   15.9157  991.2154
   64.5000  -34.7900    0.0833    0.0000  271.3702    2.7972  276.4781  220.3302  225.0996    0.7098   15.9267  991.2944
   64.5600  -34.6100    0.0804    0.0000  271.2457    2.7769  276.4421  227.0603  235.8532    0.7208   16.1171  991.1970
   64.6100  -34.4300    0.0655    0.0000  271.2092    2.7778  276.6336  246.1768  258.8176    0.7389   16.4194  990.9536
   64.6700  -34.2500    0.0626    0.0000  271.2074    2.7802  276.9558  273.2007  288.8590    0.7587   16.7429  990.6554
   64.7300  -34.0700    0.1527    0.0000  270.9025    2.6906  276.9654  295.4516  315.3087    0.7715   16.9404  990.5616
   64.7800  -33.8900    0.2424    0.0000  270.6038    2.6016  276.8396  305.9673  328.6826    0.7758   16.9986  990.5945
   64.8400  -33.7100    0.3146    0.0000  270.3755    2.5475  276.6787  306.5223  332.3519    0.7745   16.9672  990.6496
   64.9000  -33.5300    0.3191    0.0000  270.1453    2.5113  276.6806  316.0842  349.8679    0.7821   17.0824  990.5830
   64.9500  -33.3500    0.2816    0.0000  270.0002    2.5012  276.7888  328.0270  369.9489    0.7926   17.2504  990.4564
   65.0000  -33.1600    0.1986    0.0000  269.9412    2.5140  276.9885  341.3994  391.2158    0.8052   17.4582  990.2926
   65.0700  -32.9200    0.1352    0.0117  269.8420    2.5131  277.0243  348.7263  404.6929    0.8146   17.6330  990.1761
   65.0500  -32.5600    0.0000    0.0000  270.3593    2.7063  277.7465  368.5543  429.9634    0.8420   18.0862  989.4659
   64.9100  -32.4000    0.0000    0.0000  271.1062    2.9541  278.3266  370.6124  425.8166    0.8531   18.2924  988.7327
   64.8200  -32.2000    0.0000    0.0000  271.9457    3.2501  278.9190  365.9583  415.9301    0.8631   18.4876  987.7902
   64.7300  -32.0100    0.0000    0.0000  272.6810    3.5136  279.4059  357.8355  403.1606    0.8684   18.6026  986.9542
   64.6300  -31.8400    0.0000    0.0000  273.1244    3.6748  279.6451  346.9268  388.7648    0.8661   18.5834  986.4388
   64.4900  -31.6400    0.0000    0.0000  273.6990    3.8292  279.7395  327.0717  356.6783    0.8604   18.5213  985.6376
